0,1,2,3,4,5,6,7,8,9,10,11,12,13
3.125,1.269231,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,2.0,63.0,43.0,4.0
4.217391,4.270833,3.0,4.0,6.0,1.0,1.0,2.0,1.0,2.0,3.0,77.15273775216139,32.55794871794872,10.0
0.0,2.820175578700078,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,55.0,12.0,4.0
2.695652,2.630435,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,73.0,29.0,9.0
2.913043,2.772727,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.58,2.978261,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,87.0,36.0,7.0
4.357143,4.409091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,4.0,82.0,42.0,9.0
4.0,3.904762,1.0,2.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,94.0,32.55794871794872,9.0
2.863636,1.3,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,78.0,29.0,7.0
3.38,3.875,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,63.0,32.55794871794872,7.0
4.357143,4.326087,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,101.0,45.0,9.0
3.175,3.522727,1.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,77.15273775216139,16.0,10.0
0.204545,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,65.0,22.0,9.0
3.608696,3.611111,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,85.0,40.0,9.0
2.642857,2.181818,3.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,3.0,44.0,32.55794871794872,4.0
1.176471,1.95,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,52.0,16.0,7.0
1.809524,1.619048,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,78.0,23.0,7.0
2.166667,2.033333,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,77.15273775216139,32.55794871794872,9.0
0.5625,2.820175578700078,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,68.0,15.0,9.0
2.90625,1.884615,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,79.0,27.0,9.0
3.54,3.565217,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,77.15273775216139,32.55794871794872,8.0
3.673913,3.461538,1.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,77.15273775216139,48.0,8.0
3.568182,2.931818,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,77.15273775216139,41.0,8.0
3.847826,3.652174,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,77.15273775216139,47.0,8.0
1.578947,2.1,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.030172413793103
3.82,3.6,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,69.0,30.0,9.0
3.785714,2.820175578700078,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,77.15273775216139,49.0,10.0
3.694444,3.166667,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
2.552632,1.615385,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,78.0,29.0,9.0
2.173913,2.157895,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,36.0,8.0
0.0,2.820175578700078,1.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,67.0,6.0,7.0
3.595238,2.236842,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,81.0,19.0,10.0
1.928571,2.807692,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,67.0,44.0,8.0
3.428571,1.433333,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,89.0,49.0,7.0
2.729167,2.84,1.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,77.15273775216139,38.0,7.0
3.452381,1.090909,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,77.15273775216139,47.0,10.0
4.272727,4.25,3.0,8.0,6.0,2.0,2.0,1.0,2.0,2.0,7.0,77.15273775216139,48.0,8.0
1.315789,0.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,64.0,28.0,9.0
0.0,2.820175578700078,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,32.55794871794872,8.0
3.34,3.42,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,72.0,16.0,3.0
3.3,3.108696,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,68.0,20.0,7.0
3.020833,2.321429,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
1.92,0.25,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,73.0,23.0,9.0
3.934783,3.68,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
1.305556,2.820175578700078,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,75.0,44.0,7.0
3.94,3.148148,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,10.0
3.895833,3.857143,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,2.0,86.0,21.0,9.0
2.833333,2.818182,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,85.0,32.0,7.0
2.565217,2.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,42.0,7.0
4.0,3.884615,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,96.0,45.0,9.0
3.804348,3.782609,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
4.05,3.204545,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,77.15273775216139,32.55794871794872,9.0
4.214286,4.047619,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,5.0,77.15273775216139,49.0,10.0
3.934783,3.880952,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,3.0,77.15273775216139,45.0,8.0
2.9,2.825,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,36.0,10.0
3.673913,3.2,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,76.0,30.0,7.0
2.416667,0.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,77.0,26.0,3.0
4.0625,4.16,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,48.0,8.0
2.630435,3.113636,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,36.0,8.0
2.357143,2.45,3.0,2.0,6.0,2.0,2.0,1.0,1.0,0.0,2.0,86.0,30.0,7.0
2.583333,2.865385,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.9,3.727273,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.75,3.76087,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,77.15273775216139,33.0,8.030172413793103
0.0,2.820175578700078,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,38.0,4.0
4.25,4.175,1.0,4.0,6.0,2.0,2.0,2.0,2.0,0.0,4.0,77.15273775216139,32.55794871794872,10.0
3.4,3.386364,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,4.0,77.15273775216139,32.55794871794872,8.0
3.586957,3.416667,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,77.15273775216139,42.0,8.0
0.0,1.45,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,45.0,32.55794871794872,2.0
2.659091,2.272727,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,78.0,32.55794871794872,8.030172413793103
0.0,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,89.0,32.55794871794872,8.030172413793103
3.782609,3.269231,3.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,77.15273775216139,32.55794871794872,8.0
3.225,2.652174,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,72.0,33.0,3.0
3.97619,3.96,1.0,5.0,6.0,2.0,2.0,2.0,2.0,0.0,3.0,77.15273775216139,49.0,8.0
2.75,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,76.0,20.0,9.0
2.1,1.75,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,72.0,21.0,7.0
3.847826,3.84,1.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,5.0,77.15273775216139,34.0,10.0
4.130435,4.095238,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,80.0,44.0,8.0
3.36,3.56,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,92.0,44.0,8.0
3.25,2.413043,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,81.0,32.55794871794872,7.0
2.58,3.375,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,76.0,27.0,9.0
4.285714,4.409091,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,4.0,91.0,45.0,9.0
3.145833,2.777778,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,94.0,27.0,9.0
3.630435,3.833333,1.0,8.0,6.0,2.0,2.0,1.0,1.0,0.0,6.0,77.15273775216139,46.0,8.0
4.159091,4.421053,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,92.0,23.0,9.0
2.15,2.820175578700078,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,32.55794871794872,7.0
2.15,2.820175578700078,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,28.0,9.0
3.475,3.681818,1.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,4.0,77.15273775216139,38.0,8.0
2.475,1.586957,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,71.0,33.0,9.0
2.090909,1.53125,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,61.0,19.0,4.0
3.869565,3.071429,3.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,5.0,77.15273775216139,34.0,8.0
3.291667,3.863636,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,77.15273775216139,19.0,7.0
2.28,3.375,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,77.0,26.0,9.0
1.833333,0.75,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,77.15273775216139,16.0,3.0
2.083333,2.019231,3.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,77.15273775216139,32.55794871794872,8.0
4.019231,4.23913,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,103.0,32.55794871794872,9.0
4.166667,4.444444,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,4.0,77.15273775216139,43.0,10.0
1.5625,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,55.0,18.0,9.0
3.56,3.175,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,34.0,9.0
1.789474,1.5,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,76.0,14.0,9.0
4.108696,4.1,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,77.15273775216139,46.0,10.0
1.261905,0.964286,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,74.0,17.0,9.0
0.0,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,66.0,22.0,9.0
1.4375,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,71.0,27.0,9.0
0.46,2.84375,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,17.0,7.0
0.5,2.820175578700078,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,66.0,15.0,10.0
3.441176,1.363636,1.0,2.0,6.0,1.0,2.0,1.0,1.0,2.0,3.0,90.0,32.55794871794872,9.0
3.934783,3.590909,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,48.0,8.0
0.0,2.820175578700078,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,33.0,4.0
1.730769,2.363636,3.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,2.0,73.0,47.0,10.0
3.347826,3.18,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
0.5,2.5,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,77.15273775216139,32.55794871794872,8.030172413793103
1.157895,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,52.0,32.55794871794872,7.0
2.545455,1.025,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,69.0,32.55794871794872,8.0
3.56,3.7,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,91.0,46.0,9.0
2.454545,1.695652,3.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,73.0,35.0,4.0
3.347826,2.704545,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,77.15273775216139,31.0,4.0
3.456522,3.52381,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,90.0,40.0,8.0
2.5625,3.0625,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.142857,2.466667,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,69.0,21.0,9.0
3.236842,1.233333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,74.0,32.0,9.0
0.0,0.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,48.0,9.0
2.142857,1.947368,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,77.15273775216139,33.0,10.0
3.804348,3.714286,3.0,4.0,6.0,2.0,2.0,2.0,1.0,2.0,2.0,77.15273775216139,40.0,4.0
0.0,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,73.0,32.0,9.0
3.1875,2.923077,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,77.15273775216139,23.0,4.0
2.65,3.05,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,21.0,9.0
3.22,2.857143,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,86.0,39.0,9.0
2.157895,3.552632,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,75.0,49.0,8.0
4.23913,2.820175578700078,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,83.0,45.0,10.0
0.24,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,3.0,77.15273775216139,17.0,7.0
3.613636,3.157895,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,91.0,48.0,9.0
1.184211,0.136364,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,62.0,14.0,7.0
2.934783,2.730769,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.942308,3.769231,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,4.0
0.0,0.0,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,3.0,77.15273775216139,16.0,7.0
3.759259,4.019231,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
4.1,2.815789,1.0,5.0,6.0,2.0,1.0,2.0,2.0,1.0,3.0,77.15273775216139,48.0,10.0
1.647059,1.869565,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,77.15273775216139,34.0,8.0
3.543478,3.038462,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,76.0,28.0,7.0
2.1,1.428571,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,69.0,27.0,7.0
2.714286,2.722222,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,77.15273775216139,25.0,9.0
3.56,3.477273,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,19.0,10.0
3.521739,3.47619,1.0,4.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,77.15273775216139,36.0,8.0
3.847826,2.826923,3.0,4.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,77.15273775216139,32.55794871794872,10.0
3.56,3.318182,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,80.0,29.0,9.0
2.630435,2.821429,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,77.15273775216139,46.0,10.0
2.1,0.596154,1.0,1.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,71.0,22.0,9.0
3.272727,2.727273,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,84.0,25.0,7.0
3.4,3.096154,3.0,4.0,6.0,2.0,1.0,2.0,2.0,1.0,2.0,77.15273775216139,46.0,10.0
1.642857,2.820175578700078,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,87.0,24.0,7.0
2.72,0.909091,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,63.0,16.0,8.0
3.354167,3.681818,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,81.0,20.0,7.0
2.25,2.068182,3.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,40.0,8.0
3.521739,2.782609,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,7.0,77.15273775216139,32.55794871794872,10.0
3.761905,3.217391,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,89.0,30.0,10.0
3.68,3.583333,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,80.0,34.0,9.0
3.145833,1.619048,3.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,4.0,77.15273775216139,38.0,8.0
1.979167,1.605263,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,75.0,27.0,9.0
1.086957,1.45,3.0,4.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,77.15273775216139,32.55794871794872,7.0
4.295455,4.078947,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,5.0,77.15273775216139,45.0,10.0
3.108696,3.22,3.0,8.0,6.0,2.0,2.0,1.0,2.0,0.0,7.0,77.15273775216139,19.0,8.0
2.525,3.388889,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,77.15273775216139,42.0,4.0
2.52381,1.823529,3.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,60.0,16.0,4.0
3.916667,3.769231,3.0,2.0,6.0,1.0,1.0,1.0,2.0,2.0,7.0,77.15273775216139,32.55794871794872,10.0
0.0,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,52.0,18.0,3.0
3.729167,3.761905,1.0,2.0,6.0,2.0,1.0,1.0,2.0,2.0,3.0,98.0,38.0,9.0
1.782609,1.891304,3.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,77.15273775216139,43.0,8.0
1.119048,0.785714,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,2.0,63.0,35.0,7.0
4.304348,4.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,97.0,44.0,9.0
3.1,3.022727,3.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,8.0
3.738095,2.820175578700078,1.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,3.0,58.0,21.0,7.0
0.0,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,68.0,28.0,1.0
3.411765,3.904762,1.0,4.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,77.15273775216139,47.0,4.0
0.375,0.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,63.0,22.0,9.0
3.108696,2.6,1.0,2.0,6.0,1.0,2.0,1.0,2.0,2.0,7.0,77.15273775216139,32.55794871794872,8.030172413793103
2.98,3.673077,3.0,4.0,6.0,1.0,1.0,2.0,2.0,2.0,3.0,77.15273775216139,32.55794871794872,10.0
1.9,2.071429,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,77.15273775216139,22.0,8.0
4.214286,3.772727,1.0,2.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,92.0,43.0,9.0
2.47619,1.681818,1.0,2.0,6.0,2.0,2.0,1.0,2.0,0.0,4.0,57.0,29.0,4.0
4.347826,4.229167,1.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,5.0,77.15273775216139,32.55794871794872,9.0
2.522727,0.0,1.0,2.0,6.0,2.0,2.0,1.0,2.0,1.0,6.0,72.0,39.0,9.0
1.5,1.6,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,2.0,78.0,31.0,9.0
2.369565,2.6875,1.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,86.0,22.0,10.0
